Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
EAT,BRINKER INTERNATIONAL INC,Consumer Discretionary,Equity,"1,416,052.44",0.01,"1,416,052.44","12,156.00",116.49,United States,New York Stock Exchange Inc.,USD,1.00,--
EB,EVENTBRITE CLASS A INC,Communication,Equity,"70,812.08",0.00,"70,812.08","18,833.00",3.76,United States,New York Stock Exchange Inc.,USD,1.00,--
EBAY,EBAY INC,Consumer Discretionary,Equity,"8,500,648.10",0.05,"8,500,648.10","136,447.00",62.30,United States,NASDAQ,USD,1.00,--
EBC,EASTERN BANKSHARES INC,Financials,Equity,"908,938.88",0.01,"908,938.88","48,973.00",18.56,United States,NASDAQ,USD,1.00,--
EBF,ENNIS INC,Industrials,Equity,"141,626.60",0.00,"141,626.60","6,572.00",21.55,United States,New York Stock Exchange Inc.,USD,1.00,--
EBTC,ENTERPRISE BANCORP INC,Financials,Equity,"152,522.10",0.00,"152,522.10","4,110.00",37.11,United States,NASDAQ,USD,1.00,--
ECG,EVERUS CONSTRUCTION GROUP INC,Industrials,Equity,"746,641.66",0.00,"746,641.66","13,159.00",56.74,United States,New York Stock Exchange Inc.,USD,1.00,--
ECL,ECOLAB INC,Materials,Equity,"16,717,636.76",0.11,"16,717,636.76","67,516.00",247.61,United States,New York Stock Exchange Inc.,USD,1.00,--
ECPG,ENCORE CAPITAL GROUP INC,Financials,Equity,"318,019.08",0.00,"318,019.08","6,572.00",48.39,United States,NASDAQ,USD,1.00,--
ECVT,ECOVYST INC,Materials,Equity,"209,903.02",0.00,"209,903.02","25,882.00",8.11,United States,New York Stock Exchange Inc.,USD,1.00,--
ED,CONSOLIDATED EDISON INC,Utilities,Equity,"8,973,989.00",0.06,"8,973,989.00","94,225.00",95.24,United States,New York Stock Exchange Inc.,USD,1.00,--
EDIT,EDITAS MEDICINE INC,Health Care,Equity,"52,278.21",0.00,"52,278.21","18,873.00",2.77,United States,NASDAQ,USD,1.00,--
EE,EXCELERATE ENERGY INC CLASS A,Energy,Equity,"135,528.12",0.00,"135,528.12","4,914.00",27.58,United States,New York Stock Exchange Inc.,USD,1.00,--
EEFT,EURONET WORLDWIDE INC,Financials,Equity,"1,278,703.47",0.01,"1,278,703.47","12,513.00",102.19,United States,NASDAQ,USD,1.00,--
EFC,ELLINGTON FINANCIAL INC,Financials,Equity,"234,745.14",0.00,"234,745.14","19,273.00",12.18,United States,New York Stock Exchange Inc.,USD,1.00,--
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials,Equity,"557,715.20",0.00,"557,715.20","9,440.00",59.08,United States,NASDAQ,USD,1.00,--
EFX,EQUIFAX INC,Industrials,Equity,"8,710,353.99",0.06,"8,710,353.99","33,219.00",262.21,United States,New York Stock Exchange Inc.,USD,1.00,--
EG,EVEREST GROUP LTD,Financials,Equity,"4,297,212.50",0.03,"4,297,212.50","11,725.00",366.50,United States,New York Stock Exchange Inc.,USD,1.00,--
EGBN,EAGLE BANCORP INC,Financials,Equity,"226,120.29",0.00,"226,120.29","7,887.00",28.67,United States,NASDAQ,USD,1.00,--
EGHT,8X8 INC,Information Technology,Equity,"81,398.94",0.00,"81,398.94","28,362.00",2.87,United States,NASDAQ,USD,1.00,--
EGP,EASTGROUP PROPERTIES REIT INC,Real Estate,Equity,"2,254,122.00",0.01,"2,254,122.00","13,182.00",171.00,United States,New York Stock Exchange Inc.,USD,1.00,--
EGY,VAALCO ENERGY INC,Energy,Equity,"149,343.40",0.00,"149,343.40","28,178.00",5.30,United States,New York Stock Exchange Inc.,USD,1.00,--
EHAB,ENHABIT INC,Health Care,Equity,"108,066.00",0.00,"108,066.00","14,525.00",7.44,United States,New York Stock Exchange Inc.,USD,1.00,--
EHC,ENCOMPASS HEALTH CORP,Health Care,Equity,"2,780,137.49",0.02,"2,780,137.49","27,469.00",101.21,United States,New York Stock Exchange Inc.,USD,1.00,--
EIG,EMPLOYERS HOLDINGS INC,Financials,Equity,"356,555.43",0.00,"356,555.43","6,711.00",53.13,United States,New York Stock Exchange Inc.,USD,1.00,--
EIX,EDISON INTERNATIONAL,Utilities,Equity,"8,478,936.94",0.05,"8,478,936.94","103,238.00",82.13,United States,New York Stock Exchange Inc.,USD,1.00,--
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,Equity,"4,009,929.99",0.03,"4,009,929.99","61,853.00",64.83,United States,New York Stock Exchange Inc.,USD,1.00,--
ELAN,ELANCO ANIMAL HEALTH INC,Health Care,Equity,"1,841,275.80",0.01,"1,841,275.80","131,145.00",14.04,United States,New York Stock Exchange Inc.,USD,1.00,--
ELF,ELF BEAUTY INC,Consumer Staples,Equity,"1,779,924.38",0.01,"1,779,924.38","14,458.00",123.11,United States,New York Stock Exchange Inc.,USD,1.00,--
ELME,ELME,Real Estate,Equity,"397,307.52",0.00,"397,307.52","23,992.00",16.56,United States,New York Stock Exchange Inc.,USD,1.00,--
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,Equity,"3,561,907.41",0.02,"3,561,907.41","49,671.00",71.71,United States,New York Stock Exchange Inc.,USD,1.00,--
ELV,ELEVANCE HEALTH INC,Health Care,Equity,"25,527,106.56",0.16,"25,527,106.56","62,714.00",407.04,United States,New York Stock Exchange Inc.,USD,1.00,--
ELVN,ENLIVEN THERAPEUTICS INC,Health Care,Equity,"297,669.40",0.00,"297,669.40","11,945.00",24.92,United States,NASDAQ,USD,1.00,--
EMBC,EMBECTA CORP,Health Care,Equity,"244,607.65",0.00,"244,607.65","16,253.00",15.05,United States,NASDAQ,USD,1.00,--
EME,EMCOR GROUP INC,Industrials,Equity,"6,295,612.29",0.04,"6,295,612.29","12,639.00",498.11,United States,New York Stock Exchange Inc.,USD,1.00,--
EMN,EASTMAN CHEMICAL,Materials,Equity,"3,233,672.00",0.02,"3,233,672.00","32,096.00",100.75,United States,New York Stock Exchange Inc.,USD,1.00,--
EMR,EMERSON ELECTRIC,Industrials,Equity,"19,914,117.00",0.13,"19,914,117.00","154,373.00",129.00,United States,New York Stock Exchange Inc.,USD,1.00,--
ENFN,ENFUSION INC CLASS A,Information Technology,Equity,"80,433.08",0.00,"80,433.08","8,141.00",9.88,United States,New York Stock Exchange Inc.,USD,1.00,--
ENOV,ENOVIS CORP,Health Care,Equity,"643,220.55",0.00,"643,220.55","14,115.00",45.57,United States,New York Stock Exchange Inc.,USD,1.00,--
ENPH,ENPHASE ENERGY INC,Information Technology,Equity,"2,305,766.12",0.01,"2,305,766.12","36,277.00",63.56,United States,NASDAQ,USD,1.00,--
ENR,ENERGIZER HOLDINGS INC,Consumer Staples,Equity,"659,050.34",0.00,"659,050.34","19,487.00",33.82,United States,New York Stock Exchange Inc.,USD,1.00,--
ENS,ENERSYS,Industrials,Equity,"1,129,342.32",0.01,"1,129,342.32","11,608.00",97.29,United States,New York Stock Exchange Inc.,USD,1.00,--
ENSG,ENSIGN GROUP INC,Health Care,Equity,"2,196,708.72",0.01,"2,196,708.72","15,079.00",145.68,United States,NASDAQ,USD,1.00,--
ENTA,ENANTA PHARMACEUTICALS INC,Health Care,Equity,"49,373.62",0.00,"49,373.62","4,874.00",10.13,United States,NASDAQ,USD,1.00,--
ENTG,ENTEGRIS INC,Information Technology,Equity,"4,084,766.00",0.03,"4,084,766.00","40,244.00",101.50,United States,NASDAQ,USD,1.00,--
ENV,ENVESTNET INC,Information Technology,Equity,"905,490.72",0.01,"905,490.72","14,382.00",62.96,United States,New York Stock Exchange Inc.,USD,1.00,--
ENVA,ENOVA INTERNATIONAL INC,Financials,Equity,"737,871.40",0.00,"737,871.40","7,310.00",100.94,United States,New York Stock Exchange Inc.,USD,1.00,--
ENVX,ENOVIX CORP,Industrials,Equity,"341,583.45",0.00,"341,583.45","38,597.00",8.85,United States,NASDAQ,USD,1.00,--
EOG,EOG RESOURCES INC,Energy,Equity,"20,978,649.01",0.13,"20,978,649.01","155,179.00",135.19,United States,New York Stock Exchange Inc.,USD,1.00,--
EOLS,EVOLUS INC,Health Care,Equity,"138,675.24",0.00,"138,675.24","11,673.00",11.88,United States,NASDAQ,USD,1.00,--
EPAC,ENERPAC TOOL GROUP CORP CLASS A,Industrials,Equity,"769,567.56",0.00,"769,567.56","15,996.00",48.11,United States,New York Stock Exchange Inc.,USD,1.00,--
EPAM,EPAM SYSTEMS INC,Information Technology,Equity,"3,695,671.98",0.02,"3,695,671.98","15,093.00",244.86,United States,New York Stock Exchange Inc.,USD,1.00,--
EPC,EDGEWELL PERSONAL CARE,Consumer Staples,Equity,"534,271.66",0.00,"534,271.66","15,278.00",34.97,United States,New York Stock Exchange Inc.,USD,1.00,--
EPM,EVOLUTION PETROLEUM CORP,Energy,Equity,"83,029.05",0.00,"83,029.05","14,193.00",5.85,United States,Nyse Mkt Llc,USD,1.00,--
EPR,EPR PROPERTIES REIT,Real Estate,Equity,"922,934.88",0.01,"922,934.88","20,862.00",44.24,United States,New York Stock Exchange Inc.,USD,1.00,--
EPRT,ESSENTIAL PROPERTIES REALTY TRUST,Real Estate,Equity,"1,537,861.42",0.01,"1,537,861.42","47,087.00",32.66,United States,New York Stock Exchange Inc.,USD,1.00,--
EQBK,EQUITY BANCSHARES INC CLASS A,Financials,Equity,"189,734.82",0.00,"189,734.82","4,002.00",47.41,United States,New York Stock Exchange Inc.,USD,1.00,--
EQH,EQUITABLE HOLDINGS INC,Financials,Equity,"4,204,111.85",0.03,"4,204,111.85","88,229.00",47.65,United States,New York Stock Exchange Inc.,USD,1.00,--
EQIX,EQUINIX REIT INC,Real Estate,Equity,"22,962,234.04",0.15,"22,962,234.04","25,567.00",898.12,United States,NASDAQ,USD,1.00,--
EQR,EQUITY RESIDENTIAL REIT,Real Estate,Equity,"7,502,096.90",0.05,"7,502,096.90","102,670.00",73.07,United States,New York Stock Exchange Inc.,USD,1.00,--
EQT,EQT CORP,Energy,Equity,"6,760,050.64",0.04,"6,760,050.64","157,724.00",42.86,United States,New York Stock Exchange Inc.,USD,1.00,--
ERAS,ERASCA INC,Health Care,Equity,"191,599.85",0.00,"191,599.85","68,185.00",2.81,United States,NASDAQ,USD,1.00,--
ERII,ENERGY RECOVERY INC,Industrials,Equity,"285,133.00",0.00,"285,133.00","15,007.00",19.00,United States,NASDAQ,USD,1.00,--
ES,EVERSOURCE ENERGY,Utilities,Equity,"5,861,072.84",0.04,"5,861,072.84","95,333.00",61.48,United States,New York Stock Exchange Inc.,USD,1.00,--
ESAB,ESAB CORP,Industrials,Equity,"1,928,968.64",0.01,"1,928,968.64","15,256.00",126.44,United States,New York Stock Exchange Inc.,USD,1.00,--
ESE,ESCO TECHNOLOGIES INC,Industrials,Equity,"935,200.00",0.01,"935,200.00","6,680.00",140.00,United States,New York Stock Exchange Inc.,USD,1.00,--
ESGR,ENSTAR GROUP LTD,Financials,Equity,"1,026,142.00",0.01,"1,026,142.00","3,172.00",323.50,United States,NASDAQ,USD,1.00,--
ESI,ELEMENT SOLUTIONS INC,Materials,Equity,"1,679,348.08",0.01,"1,679,348.08","59,467.00",28.24,United States,New York Stock Exchange Inc.,USD,1.00,--
ESNT,ESSENT GROUP LTD,Financials,Equity,"1,643,361.50",0.01,"1,643,361.50","29,525.00",55.66,United States,New York Stock Exchange Inc.,USD,1.00,--
ESPR,ESPERION THERAPEUTICS INC,Health Care,Equity,"136,506.30",0.00,"136,506.30","65,003.00",2.10,United States,NASDAQ,USD,1.00,--
ESQ,ESQUIRE FINANCIAL HOLDINGS INC,Financials,Equity,"165,882.78",0.00,"165,882.78","2,283.00",72.66,United States,NASDAQ,USD,1.00,--
ESRT,EMPIRE STATE REALTY REIT INC TRUST,Real Estate,Equity,"411,766.18",0.00,"411,766.18","39,067.00",10.54,United States,New York Stock Exchange Inc.,USD,1.00,--
ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,Equity,"5,262,529.42",0.03,"5,262,529.42","17,383.00",302.74,United States,New York Stock Exchange Inc.,USD,1.00,--
ESTC,ELASTIC NV,Information Technology,Equity,"1,916,392.71",0.01,"1,916,392.71","21,477.00",89.23,United States,New York Stock Exchange Inc.,USD,1.00,--
ETD,ETHAN ALLEN INTERIORS INC,Consumer Discretionary,Equity,"177,526.08",0.00,"177,526.08","6,088.00",29.16,United States,New York Stock Exchange Inc.,USD,1.00,--
ETN,EATON PLC,Industrials,Equity,"38,992,224.30",0.25,"38,992,224.30","107,755.00",361.86,United States,New York Stock Exchange Inc.,USD,1.00,--
ETNB,89BIO INC,Health Care,Equity,"143,491.25",0.00,"143,491.25","16,399.00",8.75,United States,NASDAQ,USD,1.00,--
ETR,ENTERGY CORP,Utilities,Equity,"8,504,499.52",0.05,"8,504,499.52","57,838.00",147.04,United States,New York Stock Exchange Inc.,USD,1.00,--
ETSY,ETSY INC,Consumer Discretionary,Equity,"1,577,748.48",0.01,"1,577,748.48","30,912.00",51.04,United States,NASDAQ,USD,1.00,--
ETWO,E2OPEN PARENT HOLDINGS INC CLASS A,Information Technology,Equity,"166,879.06",0.00,"166,879.06","54,358.00",3.07,United States,New York Stock Exchange Inc.,USD,1.00,--
EU,ENCORE ENERGY CORP,Energy,Equity,"156,894.36",0.00,"156,894.36","43,948.00",3.57,United States,NASDAQ,USD,1.00,--
EVC,ENTRAVISION COMMUNICATIONS CORP CL,Communication,Equity,"61,001.52",0.00,"61,001.52","23,644.00",2.58,United States,New York Stock Exchange Inc.,USD,1.00,--
EVCM,EVERCOMMERCE INC,Information Technology,Equity,"126,718.29",0.00,"126,718.29","11,447.00",11.07,United States,NASDAQ,USD,1.00,--
EVER,EVERQUOTE INC CLASS A,Communication,Equity,"147,489.21",0.00,"147,489.21","7,841.00",18.81,United States,NASDAQ,USD,1.00,--
EVGO,EVGO INC CLASS A,Consumer Discretionary,Equity,"105,555.10",0.00,"105,555.10","20,902.00",5.05,United States,NASDAQ,USD,1.00,--
EVH,EVOLENT HEALTH INC CLASS A,Health Care,Equity,"370,306.09",0.00,"370,306.09","29,227.00",12.67,United States,New York Stock Exchange Inc.,USD,1.00,--
EVLV,EVOLV TECHNOLOGIES HOLDINGS INC CL,Information Technology,Equity,"86,871.10",0.00,"86,871.10","34,610.00",2.51,United States,NASDAQ,USD,1.00,--
EVR,EVERCORE INC CLASS A,Financials,Equity,"2,874,638.38",0.02,"2,874,638.38","9,593.00",299.66,United States,New York Stock Exchange Inc.,USD,1.00,--
EVRG,EVERGY INC,Utilities,Equity,"3,778,927.20",0.02,"3,778,927.20","60,174.00",62.80,United States,NASDAQ,USD,1.00,--
EVRI,EVERI HOLDINGS INC,Consumer Discretionary,Equity,"326,669.64",0.00,"326,669.64","24,342.00",13.42,United States,New York Stock Exchange Inc.,USD,1.00,--
EVTC,EVERTEC INC,Financials,Equity,"665,642.90",0.00,"665,642.90","19,322.00",34.45,United States,New York Stock Exchange Inc.,USD,1.00,--
EW,EDWARDS LIFESCIENCES CORP,Health Care,Equity,"10,663,602.64",0.07,"10,663,602.64","161,179.00",66.16,United States,New York Stock Exchange Inc.,USD,1.00,--
EWBC,EAST WEST BANCORP INC,Financials,Equity,"3,897,131.96",0.03,"3,897,131.96","37,628.00",103.57,United States,NASDAQ,USD,1.00,--
EWCZ,EUROPEAN WAX CENTER INC CLASS A,Consumer Discretionary,Equity,"42,451.04",0.00,"42,451.04","6,897.00",6.16,United States,NASDAQ,USD,1.00,--
EWTX,EDGEWISE THERAPEUTICS INC,Health Care,Equity,"681,625.19",0.00,"681,625.19","20,737.00",32.87,United States,NASDAQ,USD,1.00,--
EXAS,EXACT SCIENCES CORP,Health Care,Equity,"2,482,990.29",0.02,"2,482,990.29","48,753.00",50.93,United States,NASDAQ,USD,1.00,--
EXC,EXELON CORP,Utilities,Equity,"10,233,962.04",0.07,"10,233,962.04","268,467.00",38.12,United States,NASDAQ,USD,1.00,--
EXE,EXPAND ENERGY CORP,Energy,Equity,"5,859,039.69",0.04,"5,859,039.69","61,551.00",95.19,United States,NASDAQ,USD,1.00,--
EXEL,EXELIXIS INC,Health Care,Equity,"2,704,317.80",0.02,"2,704,317.80","77,156.00",35.05,United States,NASDAQ,USD,1.00,--
EXLS,EXLSERVICE HOLDINGS INC,Industrials,Equity,"1,999,978.86",0.01,"1,999,978.86","44,033.00",45.42,United States,NASDAQ,USD,1.00,--
EXP,EAGLE MATERIALS INC,Materials,Equity,"2,779,341.05",0.02,"2,779,341.05","9,095.00",305.59,United States,New York Stock Exchange Inc.,USD,1.00,--
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Equity,"4,539,749.76",0.03,"4,539,749.76","37,531.00",120.96,United States,New York Stock Exchange Inc.,USD,1.00,--
EXPE,EXPEDIA GROUP INC,Consumer Discretionary,Equity,"6,213,061.14",0.04,"6,213,061.14","34,089.00",182.26,United States,NASDAQ,USD,1.00,--
EXPI,EXP WORLD HOLDINGS INC,Real Estate,Equity,"222,126.36",0.00,"222,126.36","16,381.00",13.56,United States,NASDAQ,USD,1.00,--
EXPO,EXPONENT INC,Industrials,Equity,"1,334,094.69",0.01,"1,334,094.69","13,529.00",98.61,United States,NASDAQ,USD,1.00,--
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,Equity,"9,282,497.14",0.06,"9,282,497.14","56,798.00",163.43,United States,New York Stock Exchange Inc.,USD,1.00,--
EXTR,EXTREME NETWORKS INC,Information Technology,Equity,"570,938.20",0.00,"570,938.20","35,462.00",16.10,United States,NASDAQ,USD,1.00,--
EYE,NATIONAL VISION HOLDINGS INC,Consumer Discretionary,Equity,"228,438.90",0.00,"228,438.90","20,862.00",10.95,United States,NASDAQ,USD,1.00,--
EYPT,EYEPOINT PHARMACEUTICALS INC,Health Care,Equity,"119,019.54",0.00,"119,019.54","11,346.00",10.49,United States,NASDAQ,USD,1.00,--
F,FORD MOTOR CO,Consumer Discretionary,Equity,"11,761,852.86",0.08,"11,761,852.86","1,062,498.00",11.07,United States,New York Stock Exchange Inc.,USD,1.00,--
FA,FIRST ADVANTAGE CORP,Industrials,Equity,"341,077.80",0.00,"341,077.80","19,108.00",17.85,United States,NASDAQ,USD,1.00,--
FAF,FIRST AMERICAN FINANCIAL CORP,Financials,Equity,"1,802,487.16",0.01,"1,802,487.16","27,799.00",64.84,United States,New York Stock Exchange Inc.,USD,1.00,--
FANG,DIAMONDBACK ENERGY INC,Energy,Equity,"9,315,642.14",0.06,"9,315,642.14","51,067.00",182.42,United States,NASDAQ,USD,1.00,--
FARO,FARO TECHNOLOGIES INC,Information Technology,Equity,"109,165.68",0.00,"109,165.68","4,251.00",25.68,United States,NASDAQ,USD,1.00,--
FAST,FASTENAL,Industrials,Equity,"12,626,266.64",0.08,"12,626,266.64","153,679.00",82.16,United States,NASDAQ,USD,1.00,--
FATE,FATE THERAPEUTICS INC,Health Care,Equity,"42,563.04",0.00,"42,563.04","20,463.00",2.08,United States,NASDAQ,USD,1.00,--
FBIN,FORTUNE BRANDS INNOVATIONS INC,Industrials,Equity,"2,474,218.88",0.02,"2,474,218.88","32,972.00",75.04,United States,New York Stock Exchange Inc.,USD,1.00,--
FBIZ,FIRST BUSINESS FINANCIAL SERVICES,Financials,Equity,"166,965.92",0.00,"166,965.92","3,344.00",49.93,United States,NASDAQ,USD,1.00,--
FBK,FB FINANCIAL CORP,Financials,Equity,"590,205.00",0.00,"590,205.00","10,500.00",56.21,United States,New York Stock Exchange Inc.,USD,1.00,--
FBMS,FIRST BANCSHARES INC,Financials,Equity,"335,856.25",0.00,"335,856.25","9,265.00",36.25,United States,New York Stock Exchange Inc.,USD,1.00,--
FBNC,FIRST BANCORP,Financials,Equity,"415,357.83",0.00,"415,357.83","8,919.00",46.57,United States,NASDAQ,USD,1.00,--
FBP,FIRST BANCORP,Financials,Equity,"912,485.21",0.01,"912,485.21","43,597.00",20.93,United States,New York Stock Exchange Inc.,USD,1.00,--
FBRT,FRANKLIN BSP REALTY TRUST INC,Financials,Equity,"285,128.65",0.00,"285,128.65","22,189.00",12.85,United States,New York Stock Exchange Inc.,USD,1.00,--
FC,FRANKLIN COVEY,Industrials,Equity,"162,228.96",0.00,"162,228.96","4,418.00",36.72,United States,New York Stock Exchange Inc.,USD,1.00,--
FCBC,FIRST COMMUNITY BANKSHARES INC,Financials,Equity,"205,187.88",0.00,"205,187.88","4,449.00",46.12,United States,NASDAQ,USD,1.00,--
FCEL,FUELCELL ENERGY INC,Industrials,Equity,"23,728.85",0.00,"23,728.85","3,385.00",7.01,United States,NASDAQ,USD,1.00,--
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,Equity,"433,087.20",0.00,"433,087.20","23,135.00",18.72,United States,New York Stock Exchange Inc.,USD,1.00,--
FCFS,FIRSTCASH HOLDINGS INC,Financials,Equity,"1,054,193.96",0.01,"1,054,193.96","9,844.00",107.09,United States,NASDAQ,USD,1.00,--
FCN,FTI CONSULTING INC,Industrials,Equity,"1,856,284.99",0.01,"1,856,284.99","9,481.00",195.79,United States,New York Stock Exchange Inc.,USD,1.00,--
FCNCA,FIRST CITIZENS BANCSHARES INC CLAS,Financials,Equity,"6,944,568.54",0.04,"6,944,568.54","3,227.00","2,152.02",United States,NASDAQ,USD,1.00,--
FCPT,FOUR CORNERS PROPERTY INC TRUST,Real Estate,Equity,"625,994.32",0.00,"625,994.32","22,421.00",27.92,United States,New York Stock Exchange Inc.,USD,1.00,--
FCX,FREEPORT MCMORAN INC,Materials,Equity,"16,773,226.07",0.11,"16,773,226.07","387,641.00",43.27,United States,New York Stock Exchange Inc.,USD,1.00,--
FDBC,FIDELITY D AND D BANCORP INC,Financials,Equity,"131,065.36",0.00,"131,065.36","2,348.00",55.82,United States,NASDAQ,USD,1.00,--
FDMT,4D MOLECULAR THERAPEUTICS INC,Health Care,Equity,"100,851.50",0.00,"100,851.50","12,575.00",8.02,United States,NASDAQ,USD,1.00,--
FDP,FRESH DEL MONTE PRODUCE INC,Consumer Staples,Equity,"302,388.00",0.00,"302,388.00","9,040.00",33.45,United States,New York Stock Exchange Inc.,USD,1.00,--
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,Equity,"5,153,009.40",0.03,"5,153,009.40","10,395.00",495.72,United States,New York Stock Exchange Inc.,USD,1.00,--
FDX,FEDEX CORP,Industrials,Equity,"17,844,889.08",0.11,"17,844,889.08","61,052.00",292.29,United States,New York Stock Exchange Inc.,USD,1.00,--
FE,FIRSTENERGY CORP,Utilities,Equity,"6,337,346.79",0.04,"6,337,346.79","155,213.00",40.83,United States,New York Stock Exchange Inc.,USD,1.00,--
FELE,FRANKLIN ELECTRIC INC,Industrials,Equity,"1,268,449.60",0.01,"1,268,449.60","11,888.00",106.70,United States,NASDAQ,USD,1.00,--
FERG,FERGUSON ENTERPRISES INC,Industrials,Equity,"11,084,431.68",0.07,"11,084,431.68","54,544.00",203.22,United States,New York Stock Exchange Inc.,USD,1.00,--
FFBC,FIRST FINANCIAL BANCORP,Financials,Equity,"714,379.28",0.00,"714,379.28","24,566.00",29.08,United States,NASDAQ,USD,1.00,--
FFIC,FLUSHING FINANCIAL CORP,Financials,Equity,"135,139.50",0.00,"135,139.50","7,635.00",17.70,United States,NASDAQ,USD,1.00,--
FFIN,FIRST FINANCIAL BANKSHARES INC,Financials,Equity,"1,439,279.16",0.01,"1,439,279.16","34,782.00",41.38,United States,NASDAQ,USD,1.00,--
FFIV,F5 INC,Information Technology,Equity,"3,842,543.75",0.02,"3,842,543.75","15,875.00",242.05,United States,NASDAQ,USD,1.00,--
FFWM,FIRST FOUNDATION INC,Financials,Equity,"91,369.20",0.00,"91,369.20","11,714.00",7.80,United States,New York Stock Exchange Inc.,USD,1.00,--
FG,F&G ANNUITIES AND LIFE INC,Financials,Equity,"215,664.21",0.00,"215,664.21","4,743.00",45.47,United States,New York Stock Exchange Inc.,USD,1.00,--
FHB,FIRST HAWAIIAN INC,Financials,Equity,"972,740.40",0.01,"972,740.40","35,710.00",27.24,United States,NASDAQ,USD,1.00,--
FHN,FIRST HORIZON CORP,Financials,Equity,"3,033,072.00",0.02,"3,033,072.00","150,450.00",20.16,United States,New York Stock Exchange Inc.,USD,1.00,--
FI,FISERV INC,Financials,Equity,"32,728,558.70",0.21,"32,728,558.70","155,222.00",210.85,United States,New York Stock Exchange Inc.,USD,1.00,--
FIBK,FIRST INTERSTATE BANCSYSTEM INC,Financials,Equity,"795,258.88",0.01,"795,258.88","23,896.00",33.28,United States,NASDAQ,USD,1.00,--
FICO,FAIR ISAAC CORP,Information Technology,Equity,"14,921,720.91",0.10,"14,921,720.91","6,423.00","2,323.17",United States,New York Stock Exchange Inc.,USD,1.00,--
FIGS,FIGS INC CLASS A,Consumer Discretionary,Equity,"191,918.07",0.00,"191,918.07","38,307.00",5.01,United States,New York Stock Exchange Inc.,USD,1.00,--
FIHL,FIDELIS INSURANCE HOLDINGS LTD,Financials,Equity,"321,007.10",0.00,"321,007.10","16,270.00",19.73,Bermuda,New York Stock Exchange Inc.,USD,1.00,--
FIP,FTAI INFRASTRUCTURE INC,Industrials,Equity,"282,726.57",0.00,"282,726.57","32,837.00",8.61,United States,NASDAQ,USD,1.00,--
FIS,FIDELITY NATIONAL INFORMATION SERV,Financials,Equity,"13,406,024.54",0.09,"13,406,024.54","151,549.00",88.46,United States,New York Stock Exchange Inc.,USD,1.00,--
FISI,FINANCIAL INSTITUTIONS INC,Financials,Equity,"126,168.64",0.00,"126,168.64","4,666.00",27.04,United States,NASDAQ,USD,1.00,--
FITB,FIFTH THIRD BANCORP,Financials,Equity,"8,782,231.28",0.06,"8,782,231.28","185,828.00",47.26,United States,NASDAQ,USD,1.00,--
FIVE,FIVE BELOW INC,Consumer Discretionary,Equity,"1,299,706.05",0.01,"1,299,706.05","14,761.00",88.05,United States,NASDAQ,USD,1.00,--
FIVN,FIVE9 INC,Information Technology,Equity,"762,486.16",0.00,"762,486.16","19,571.00",38.96,United States,NASDAQ,USD,1.00,--
FIX,COMFORT SYSTEMS USA INC,Industrials,Equity,"4,220,972.46",0.03,"4,220,972.46","9,606.00",439.41,United States,New York Stock Exchange Inc.,USD,1.00,--
FIZZ,NATIONAL BEVERAGE CORP,Consumer Staples,Equity,"329,576.72",0.00,"329,576.72","6,787.00",48.56,United States,NASDAQ,USD,1.00,--
FL,FOOT LOCKER INC,Consumer Discretionary,Equity,"498,916.25",0.00,"498,916.25","21,007.00",23.75,United States,New York Stock Exchange Inc.,USD,1.00,--
FLG,FLAGSTAR FINANCIAL INC,Financials,Equity,"685,872.88",0.00,"685,872.88","63,448.00",10.81,United States,New York Stock Exchange Inc.,USD,1.00,--
FLGT,FULGENT GENETICS INC,Health Care,Equity,"94,340.37",0.00,"94,340.37","5,303.00",17.79,United States,NASDAQ,USD,1.00,--
FLIC,FIRST OF LONG ISLAND CORP,Financials,Equity,"93,443.30",0.00,"93,443.30","6,665.00",14.02,United States,NASDAQ,USD,1.00,--
FLNC,FLUENCE ENERGY INC CLASS A,Industrials,Equity,"330,235.18",0.00,"330,235.18","15,718.00",21.01,United States,NASDAQ,USD,1.00,--
FLNG,FLEX LNG LTD,Energy,Equity,"187,095.69",0.00,"187,095.69","7,317.00",25.57,Norway,New York Stock Exchange Inc.,USD,1.00,--
FLO,FLOWERS FOODS INC,Consumer Staples,Equity,"1,089,098.70",0.01,"1,089,098.70","49,890.00",21.83,United States,New York Stock Exchange Inc.,USD,1.00,--
FLR,FLUOR CORP,Industrials,Equity,"2,320,493.20",0.01,"2,320,493.20","45,679.00",50.80,United States,New York Stock Exchange Inc.,USD,1.00,--
FLS,FLOWSERVE CORP,Industrials,Equity,"2,122,849.35",0.01,"2,122,849.35","35,865.00",59.19,United States,New York Stock Exchange Inc.,USD,1.00,--
