Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
RIGL,RIGEL PHARMACEUTICALS INC,Health Care,Equity,"176,677.64",0.00,"176,677.64","6,434.00",27.46,United States,NASDAQ,USD,1.00,--
RILY,B RILEY FINANCIAL INC,Financials,Equity,"27,955.20",0.00,"27,955.20","5,824.00",4.80,United States,NASDAQ,USD,1.00,--
RIOT,RIOT PLATFORMS INC,Information Technology,Equity,"861,517.65",0.01,"861,517.65","72,610.00",11.87,United States,NASDAQ,USD,1.00,--
RITM,RITHM CAPITAL CORP,Financials,Equity,"1,476,784.54",0.01,"1,476,784.54","136,993.00",10.78,United States,New York Stock Exchange Inc.,USD,1.00,--
RIVN,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,"2,286,881.72",0.01,"2,286,881.72","221,812.00",10.31,United States,NASDAQ,USD,1.00,--
RJF,RAYMOND JAMES INC,Financials,Equity,"8,154,037.25",0.05,"8,154,037.25","50,915.00",160.15,United States,New York Stock Exchange Inc.,USD,1.00,--
RKLB,ROCKET LAB USA INC CLASS A,Industrials,Equity,"1,775,806.48",0.01,"1,775,806.48","102,293.00",17.36,United States,NASDAQ,USD,1.00,--
RKT,ROCKET COMPANIES INC CLASS A,Financials,Equity,"553,967.64",0.00,"553,967.64","40,554.00",13.66,United States,New York Stock Exchange Inc.,USD,1.00,--
RL,RALPH LAUREN CORP CLASS A,Consumer Discretionary,Equity,"2,338,223.79",0.02,"2,338,223.79","11,057.00",211.47,United States,New York Stock Exchange Inc.,USD,1.00,--
RLAY,RELAY THERAPEUTICS INC,Health Care,Equity,"112,912.80",0.00,"112,912.80","20,163.00",5.60,United States,NASDAQ,USD,1.00,--
RLI,RLI CORP,Financials,Equity,"2,036,764.38",0.01,"2,036,764.38","11,634.00",175.07,United States,New York Stock Exchange Inc.,USD,1.00,--
RLJ,RLJ LODGING TRUST REIT,Real Estate,Equity,"456,820.47",0.00,"456,820.47","47,241.00",9.67,United States,New York Stock Exchange Inc.,USD,1.00,--
RM,REGIONAL MANAGEMENT CORP,Financials,Equity,"101,587.41",0.00,"101,587.41","3,417.00",29.73,United States,New York Stock Exchange Inc.,USD,1.00,--
RMAX,RE MAX HOLDINGS INC CLASS A,Real Estate,Equity,"61,675.16",0.00,"61,675.16","5,492.00",11.23,United States,New York Stock Exchange Inc.,USD,1.00,--
RMBS,RAMBUS INC,Information Technology,Equity,"1,574,785.30",0.01,"1,574,785.30","29,518.00",53.35,United States,NASDAQ,USD,1.00,--
RMD,RESMED INC,Health Care,Equity,"9,022,992.84",0.06,"9,022,992.84","38,988.00",231.43,United States,New York Stock Exchange Inc.,USD,1.00,--
RMNI,RIMINI STREET INC,Information Technology,Equity,"49,670.40",0.00,"49,670.40","25,472.00",1.95,United States,NASDAQ,USD,1.00,--
RMR,RMR GROUP INC CLASS A,Real Estate,Equity,"94,111.08",0.00,"94,111.08","4,179.00",22.52,United States,NASDAQ,USD,1.00,--
RNA,AVIDITY BIOSCIENCES INC,Health Care,Equity,"1,445,632.10",0.01,"1,445,632.10","28,930.00",49.97,United States,NASDAQ,USD,1.00,--
RNG,RINGCENTRAL INC CLASS A,Information Technology,Equity,"905,273.60",0.01,"905,273.60","24,640.00",36.74,United States,New York Stock Exchange Inc.,USD,1.00,--
RNR,RENAISSANCERE HOLDING LTD,Financials,Equity,"3,545,277.12",0.02,"3,545,277.12","13,797.00",256.96,United States,New York Stock Exchange Inc.,USD,1.00,--
RNST,RENASANT CORP,Financials,Equity,"595,680.75",0.00,"595,680.75","16,209.00",36.75,United States,New York Stock Exchange Inc.,USD,1.00,--
ROAD,CONSTRUCTION PARTNERS INC CLASS A,Industrials,Equity,"1,055,619.96",0.01,"1,055,619.96","11,829.00",89.24,United States,NASDAQ,USD,1.00,--
ROCK,GIBRALTAR INDUSTRIES INC,Industrials,Equity,"591,202.10",0.00,"591,202.10","8,210.00",72.01,United States,NASDAQ,USD,1.00,--
ROG,ROGERS CORP,Information Technology,Equity,"527,226.69",0.00,"527,226.69","5,069.00",104.01,United States,New York Stock Exchange Inc.,USD,1.00,--
ROIC,RETAIL OPPORTUNITY INVESTMENTS REI,Real Estate,Equity,"507,976.96",0.00,"507,976.96","29,312.00",17.33,United States,NASDAQ,USD,1.00,--
ROIV,ROIVANT SCIENCES LTD,Health Care,Equity,"1,340,404.20",0.01,"1,340,404.20","115,155.00",11.64,United States,NASDAQ,USD,1.00,--
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,"8,798,556.74",0.06,"8,798,556.74","30,718.00",286.43,United States,New York Stock Exchange Inc.,USD,1.00,--
ROKU,ROKU INC CLASS A,Communication,Equity,"2,503,692.16",0.02,"2,503,692.16","33,688.00",74.32,United States,NASDAQ,USD,1.00,--
ROL,ROLLINS INC,Industrials,Equity,"3,774,585.86",0.02,"3,774,585.86","75,326.00",50.11,United States,New York Stock Exchange Inc.,USD,1.00,--
ROOT,ROOT INC CLASS A,Financials,Equity,"238,321.44",0.00,"238,321.44","3,024.00",78.81,United States,NASDAQ,USD,1.00,--
ROP,ROPER TECHNOLOGIES INC,Information Technology,Equity,"16,234,878.42",0.10,"16,234,878.42","28,746.00",564.77,United States,NASDAQ,USD,1.00,--
ROST,ROSS STORES INC,Consumer Discretionary,Equity,"12,610,438.00",0.08,"12,610,438.00","88,600.00",142.33,United States,NASDAQ,USD,1.00,--
RPAY,REPAY HOLDINGS CORP CLASS A,Financials,Equity,"168,357.29",0.00,"168,357.29","21,071.00",7.99,United States,NASDAQ,USD,1.00,--
RPD,RAPID7 INC,Information Technology,Equity,"623,595.78",0.00,"623,595.78","15,318.00",40.71,United States,NASDAQ,USD,1.00,--
RPM,RPM INTERNATIONAL INC,Materials,Equity,"4,748,906.79",0.03,"4,748,906.79","34,921.00",135.99,United States,New York Stock Exchange Inc.,USD,1.00,--
RPRX,ROYALTY PHARMA PLC CLASS A,Health Care,Equity,"2,698,485.36",0.02,"2,698,485.36","105,492.00",25.58,United States,NASDAQ,USD,1.00,--
RRBI,RED RIVER BANCSHARES INC,Financials,Equity,"121,576.00",0.00,"121,576.00","2,080.00",58.45,United States,NASDAQ,USD,1.00,--
RRC,RANGE RESOURCES CORP,Energy,Equity,"2,117,243.91",0.01,"2,117,243.91","62,957.00",33.63,United States,New York Stock Exchange Inc.,USD,1.00,--
RRR,RED ROCK RESORTS ORS CLASS A INC,Consumer Discretionary,Equity,"651,926.64",0.00,"651,926.64","12,984.00",50.21,United States,NASDAQ,USD,1.00,--
RRX,REGAL REXNORD CORP,Industrials,Equity,"3,022,542.27",0.02,"3,022,542.27","17,523.00",172.49,United States,New York Stock Exchange Inc.,USD,1.00,--
RS,RELIANCE STEEL & ALUMINUM,Materials,Equity,"4,823,753.14",0.03,"4,823,753.14","15,562.00",309.97,United States,New York Stock Exchange Inc.,USD,1.00,--
RSG,REPUBLIC SERVICES INC,Industrials,Equity,"11,591,516.40",0.07,"11,591,516.40","55,340.00",209.46,United States,New York Stock Exchange Inc.,USD,1.00,--
RSI,RUSH STREET INTERACTIVE INC CLASS,Consumer Discretionary,Equity,"265,339.55",0.00,"265,339.55","23,255.00",11.41,United States,New York Stock Exchange Inc.,USD,1.00,--
RTX,RTX CORP,Industrials,Equity,"42,790,507.92",0.27,"42,790,507.92","359,826.00",118.92,United States,New York Stock Exchange Inc.,USD,1.00,--
RUN,SUNRUN INC,Industrials,Equity,"591,081.98",0.00,"591,081.98","54,178.00",10.91,United States,NASDAQ,USD,1.00,--
RUSHA,RUSH ENTERPRISES INC CLASS A,Industrials,Equity,"957,248.76",0.01,"957,248.76","15,626.00",61.26,United States,NASDAQ,USD,1.00,--
RUSHB,RUSH ENTERPRISES INC CLASS B,Industrials,Equity,"185,474.56",0.00,"185,474.56","3,392.00",54.68,United States,NASDAQ,USD,1.00,--
RVLV,REVOLVE GROUP CLASS A INC,Consumer Discretionary,Equity,"329,168.73",0.00,"329,168.73","9,823.00",33.51,United States,New York Stock Exchange Inc.,USD,1.00,--
RVMD,REVOLUTION MEDICINES INC,Health Care,Equity,"2,277,933.22",0.01,"2,277,933.22","39,706.00",57.37,United States,NASDAQ,USD,1.00,--
RVNC,REVANCE THERAPEUTICS INC,Health Care,Equity,"96,884.49",0.00,"96,884.49","22,479.00",4.31,United States,NASDAQ,USD,1.00,--
RVTY,REVVITY INC,Health Care,Equity,"3,890,228.10",0.02,"3,890,228.10","33,522.00",116.05,United States,New York Stock Exchange Inc.,USD,1.00,--
RWT,REDWOOD TRUST REIT INC,Financials,Equity,"224,956.16",0.00,"224,956.16","31,954.00",7.04,United States,New York Stock Exchange Inc.,USD,1.00,--
RXO,RXO INC,Industrials,Equity,"999,783.81",0.01,"999,783.81","36,369.00",27.49,United States,New York Stock Exchange Inc.,USD,1.00,--
RXRX,RECURSION PHARMACEUTICALS INC CLAS,Health Care,Equity,"382,123.00",0.00,"382,123.00","55,300.00",6.91,United States,NASDAQ,USD,1.00,--
RXST,RXSIGHT INC,Health Care,Equity,"363,745.92",0.00,"363,745.92","8,237.00",44.16,United States,NASDAQ,USD,1.00,--
RYAM,RAYONIER ADVANCED MATERIALS INC,Materials,Equity,"152,951.84",0.00,"152,951.84","16,376.00",9.34,United States,New York Stock Exchange Inc.,USD,1.00,--
RYAN,RYAN SPECIALTY HOLDINGS INC CLASS,Financials,Equity,"1,917,548.22",0.01,"1,917,548.22","27,042.00",70.91,United States,New York Stock Exchange Inc.,USD,1.00,--
RYI,RYERSON HOLDING CORP,Materials,Equity,"222,470.55",0.00,"222,470.55","9,099.00",24.45,United States,New York Stock Exchange Inc.,USD,1.00,--
RYN,RAYONIER REIT INC,Real Estate,Equity,"1,132,658.92",0.01,"1,132,658.92","38,111.00",29.72,United States,New York Stock Exchange Inc.,USD,1.00,--
RYTM,RHYTHM PHARMACEUTICALS INC,Health Care,Equity,"814,665.10",0.01,"814,665.10","13,630.00",59.77,United States,NASDAQ,USD,1.00,--
S,SENTINELONE INC CLASS A,Information Technology,Equity,"2,035,474.56",0.01,"2,035,474.56","74,396.00",27.36,United States,New York Stock Exchange Inc.,USD,1.00,--
SABR,SABRE CORP,Consumer Discretionary,Equity,"320,551.42",0.00,"320,551.42","86,402.00",3.71,United States,NASDAQ,USD,1.00,--
SAFE,SAFEHOLD INC,Real Estate,Equity,"294,340.86",0.00,"294,340.86","14,622.00",20.13,United States,New York Stock Exchange Inc.,USD,1.00,--
SAFT,SAFETY INSURANCE GROUP INC,Financials,Equity,"323,501.10",0.00,"323,501.10","3,805.00",85.02,United States,NASDAQ,USD,1.00,--
SAGE,SAGE THERAPEUTICS INC,Health Care,Equity,"73,375.68",0.00,"73,375.68","13,664.00",5.37,United States,NASDAQ,USD,1.00,--
SAH,SONIC AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,"218,272.25",0.00,"218,272.25","3,371.00",64.75,United States,New York Stock Exchange Inc.,USD,1.00,--
SAIA,SAIA INC,Industrials,Equity,"3,881,384.24",0.02,"3,881,384.24","7,157.00",542.32,United States,NASDAQ,USD,1.00,--
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,Industrials,Equity,"1,719,175.14",0.01,"1,719,175.14","13,654.00",125.91,United States,NASDAQ,USD,1.00,--
SAM,BOSTON BEER INC CLASS A,Consumer Staples,Equity,"783,121.62",0.01,"783,121.62","2,441.00",320.82,United States,New York Stock Exchange Inc.,USD,1.00,--
SANA,SANA BIOTECHNOLOGY INC,Health Care,Equity,"127,627.43",0.00,"127,627.43","49,277.00",2.59,United States,NASDAQ,USD,1.00,--
SANM,SANMINA CORP,Information Technology,Equity,"1,098,980.45",0.01,"1,098,980.45","14,153.00",77.65,United States,NASDAQ,USD,1.00,--
SASR,SANDY SPRING BANCORP INC,Financials,Equity,"421,340.85",0.00,"421,340.85","11,085.00",38.01,United States,NASDAQ,USD,1.00,--
SATS,ECHOSTAR CORP CLASS A,Communication,Equity,"699,128.07",0.00,"699,128.07","31,793.00",21.99,United States,NASDAQ,USD,1.00,--
SAVA,CASSAVA SCIENCES INC,Health Care,Equity,"263,151.38",0.00,"263,151.38","10,067.00",26.14,United States,NASDAQ,USD,1.00,--
SAVE,SPIRIT AIRLINES INC,Industrials,Equity,"35,448.60",0.00,"35,448.60","26,855.00",1.32,United States,New York Stock Exchange Inc.,USD,1.00,--
SB,SAFE BULKERS INC,Industrials,Equity,"59,425.08",0.00,"59,425.08","13,852.00",4.29,Monaco,New York Stock Exchange Inc.,USD,1.00,--
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,Equity,"6,276,206.16",0.04,"6,276,206.16","28,728.00",218.47,United States,NASDAQ,USD,1.00,--
SBCF,SEACOAST BANKING OF FLORIDA,Financials,Equity,"502,207.10",0.00,"502,207.10","16,955.00",29.62,United States,NASDAQ,USD,1.00,--
SBGI,SINCLAIR INC CLASS A,Communication,Equity,"196,570.96",0.00,"196,570.96","12,008.00",16.37,United States,NASDAQ,USD,1.00,--
SBH,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary,Equity,"386,032.92",0.00,"386,032.92","28,014.00",13.78,United States,New York Stock Exchange Inc.,USD,1.00,--
SBRA,SABRA HEALTH CARE REIT INC,Real Estate,Equity,"1,162,489.92",0.01,"1,162,489.92","63,733.00",18.24,United States,NASDAQ,USD,1.00,--
SBSI,SOUTHSIDE BANCSHARES INC,Financials,Equity,"334,535.68",0.00,"334,535.68","9,376.00",35.68,United States,NASDAQ,USD,1.00,--
SBUX,STARBUCKS CORP,Consumer Discretionary,Equity,"30,320,619.57",0.19,"30,320,619.57","305,559.00",99.23,United States,NASDAQ,USD,1.00,--
SCCO,SOUTHERN COPPER CORP,Materials,Equity,"2,290,968.96",0.01,"2,290,968.96","22,848.00",100.27,Peru,New York Stock Exchange Inc.,USD,1.00,--
SCHL,SCHOLASTIC CORP,Communication,Equity,"177,997.05",0.00,"177,997.05","7,005.00",25.41,United States,NASDAQ,USD,1.00,--
SCHW,CHARLES SCHWAB CORP,Financials,Equity,"32,349,768.66",0.21,"32,349,768.66","403,414.00",80.19,United States,New York Stock Exchange Inc.,USD,1.00,--
SCI,SERVICE,Consumer Discretionary,Equity,"3,248,985.33",0.02,"3,248,985.33","38,637.00",84.09,United States,New York Stock Exchange Inc.,USD,1.00,--
SCL,STEPAN,Materials,Equity,"467,771.70",0.00,"467,771.70","6,163.00",75.90,United States,New York Stock Exchange Inc.,USD,1.00,--
SCLX,SCILEX HOLDING,Health Care,Equity,"13,056.68",0.00,"13,056.68","19,201.00",0.68,United States,NASDAQ,USD,1.00,--
SCPH,SCPHARMACEUTICALS INC,Health Care,Equity,"36,953.28",0.00,"36,953.28","10,998.00",3.36,United States,NASDAQ,USD,1.00,--
SCS,STEELCASE INC CLASS A,Industrials,Equity,"338,093.06",0.00,"338,093.06","25,478.00",13.27,United States,New York Stock Exchange Inc.,USD,1.00,--
SCSC,SCANSOURCE INC,Information Technology,Equity,"339,594.93",0.00,"339,594.93","6,873.00",49.41,United States,NASDAQ,USD,1.00,--
SCVL,SHOE CARNIVAL INC,Consumer Discretionary,Equity,"206,254.05",0.00,"206,254.05","5,585.00",36.93,United States,NASDAQ,USD,1.00,--
SD,SANDRIDGE ENERGY INC,Energy,Equity,"118,557.50",0.00,"118,557.50","10,090.00",11.75,United States,New York Stock Exchange Inc.,USD,1.00,--
SDGR,SCHRODINGER INC,Health Care,Equity,"322,029.33",0.00,"322,029.33","15,809.00",20.37,United States,NASDAQ,USD,1.00,--
SDRL,SEADRILL LTD,Energy,Equity,"828,247.05",0.01,"828,247.05","19,905.00",41.61,Norway,New York Stock Exchange Inc.,USD,1.00,--
SEAT,VIVID SEATS INC CLASS A,Communication,Equity,"80,812.00",0.00,"80,812.00","22,700.00",3.56,United States,NASDAQ,USD,1.00,--
SEB,SEABOARD CORP,Consumer Staples,Equity,"202,883.25",0.00,"202,883.25",75.00,"2,705.11",United States,Nyse Mkt Llc,USD,1.00,--
SEE,SEALED AIR,Materials,Equity,"1,354,866.38",0.01,"1,354,866.38","38,026.00",35.63,United States,New York Stock Exchange Inc.,USD,1.00,--
SEG,SEAPORT ENTERTAINMENT GROUP INC,Real Estate,Equity,"68,445.40",0.00,"68,445.40","2,455.00",27.88,United States,Nyse Mkt Llc,USD,1.00,--
SEI,SOLARIS OILFIELD INFRASTRUCTURE IN,Energy,Equity,"231,649.41",0.00,"231,649.41","12,721.00",18.21,United States,New York Stock Exchange Inc.,USD,1.00,--
SEIC,SEI INVESTMENTS,Financials,Equity,"2,212,371.28",0.01,"2,212,371.28","27,139.00",81.52,United States,NASDAQ,USD,1.00,--
SEM,SELECT MEDICAL HOLDINGS CORP,Health Care,Equity,"999,111.96",0.01,"999,111.96","26,829.00",37.24,United States,New York Stock Exchange Inc.,USD,1.00,--
SEMR,SEMRUSH HOLDINGS INC CLASS A,Information Technology,Equity,"163,287.35",0.00,"163,287.35","12,305.00",13.27,United States,New York Stock Exchange Inc.,USD,1.00,--
SENEA,SENECA FOODS CORP CLASS A,Consumer Staples,Equity,"140,974.08",0.00,"140,974.08","2,118.00",66.56,United States,NASDAQ,USD,1.00,--
SES,SES AI CORP CLASS A,Industrials,Equity,"14,341.32",0.00,"14,341.32","45,528.00",0.32,United States,New York Stock Exchange Inc.,USD,1.00,--
SEZL,SEZZLE INC,Financials,Equity,"413,514.20",0.00,"413,514.20","1,111.00",372.20,United States,NASDAQ,USD,1.00,--
SF,STIFEL FINANCIAL CORP,Financials,Equity,"3,026,662.73",0.02,"3,026,662.73","26,189.00",115.57,United States,New York Stock Exchange Inc.,USD,1.00,--
SFBS,SERVISFIRST BANCSHARES INC,Financials,Equity,"1,292,749.70",0.01,"1,292,749.70","13,651.00",94.70,United States,New York Stock Exchange Inc.,USD,1.00,--
SFIX,STITCH FIX INC CLASS A,Consumer Discretionary,Equity,"99,237.16",0.00,"99,237.16","26,534.00",3.74,United States,NASDAQ,USD,1.00,--
SFL,SFL LTD,Energy,Equity,"373,688.64",0.00,"373,688.64","35,488.00",10.53,United States,New York Stock Exchange Inc.,USD,1.00,--
SFM,SPROUTS FARMERS MARKET INC,Consumer Staples,Equity,"3,775,798.26",0.02,"3,775,798.26","26,622.00",141.83,United States,NASDAQ,USD,1.00,--
SFNC,SIMMONS FIRST NATIONAL CORP CLASS,Financials,Equity,"833,925.20",0.01,"833,925.20","34,010.00",24.52,United States,NASDAQ,USD,1.00,--
SFST,SOUTHERN FIRST BANCSHARES INC,Financials,Equity,"125,789.20",0.00,"125,789.20","2,939.00",42.80,United States,NASDAQ,USD,1.00,--
SG,SWEETGREEN INC CLASS A,Consumer Discretionary,Equity,"852,237.54",0.01,"852,237.54","25,319.00",33.66,United States,New York Stock Exchange Inc.,USD,1.00,--
SGHC,SUPER GROUP LTD,Consumer Discretionary,Equity,"190,726.57",0.00,"190,726.57","36,191.00",5.27,Guernsey,New York Stock Exchange Inc.,USD,1.00,--
SGRY,SURGERY PARTNERS INC,Health Care,Equity,"497,505.45",0.00,"497,505.45","20,085.00",24.77,United States,NASDAQ,USD,1.00,--
SHAK,SHAKE SHACK INC CLASS A,Consumer Discretionary,Equity,"1,185,240.71",0.01,"1,185,240.71","9,553.00",124.07,United States,New York Stock Exchange Inc.,USD,1.00,--
SHBI,SHORE BANCSHARES INC,Financials,Equity,"111,592.38",0.00,"111,592.38","6,863.00",16.26,United States,NASDAQ,USD,1.00,--
SHC,SOTERA HEALTH COMPANY,Health Care,Equity,"609,883.14",0.00,"609,883.14","40,686.00",14.99,United States,NASDAQ,USD,1.00,--
SHEN,SHENANDOAH TELECOMMUNICATIONS,Communication,Equity,"176,037.80",0.00,"176,037.80","13,438.00",13.10,United States,NASDAQ,USD,1.00,--
SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,Industrials,Equity,"226,594.98",0.00,"226,594.98","43,409.00",5.22,United States,NASDAQ,USD,1.00,--
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Real Estate,Equity,"562,063.05",0.00,"562,063.05","55,485.00",10.13,United States,New York Stock Exchange Inc.,USD,1.00,--
SHOO,STEVEN MADDEN LTD,Consumer Discretionary,Equity,"855,574.65",0.01,"855,574.65","19,467.00",43.95,United States,NASDAQ,USD,1.00,--
SHW,SHERWIN WILLIAMS,Materials,Equity,"24,568,541.16",0.16,"24,568,541.16","63,246.00",388.46,United States,New York Stock Exchange Inc.,USD,1.00,--
SHYF,SHYFT GROUP INC,Industrials,Equity,"126,986.31",0.00,"126,986.31","8,987.00",14.13,United States,NASDAQ,USD,1.00,--
SIBN,SI BONE INC,Health Care,Equity,"173,401.16",0.00,"173,401.16","13,939.00",12.44,United States,NASDAQ,USD,1.00,--
SIG,SIGNET JEWELERS LTD,Consumer Discretionary,Equity,"1,157,954.62",0.01,"1,157,954.62","11,857.00",97.66,United States,New York Stock Exchange Inc.,USD,1.00,--
SIGA,SIGA TECHNOLOGIES INC,Health Care,Equity,"77,080.50",0.00,"77,080.50","12,235.00",6.30,United States,NASDAQ,USD,1.00,--
SIGI,SELECTIVE INSURANCE GROUP INC,Financials,Equity,"1,669,759.55",0.01,"1,669,759.55","16,862.00",99.03,United States,NASDAQ,USD,1.00,--
SIRI,SIRIUSXM HOLDINGS INC,Communication,Equity,"1,809,307.11",0.01,"1,809,307.11","66,937.00",27.03,United States,NASDAQ,USD,1.00,--
SITC,SITE CENTERS CORP,Real Estate,Equity,"190,727.52",0.00,"190,727.52","12,102.00",15.76,United States,New York Stock Exchange Inc.,USD,1.00,--
SITE,SITEONE LANDSCAPE SUPPLY INC,Industrials,Equity,"1,763,190.22",0.01,"1,763,190.22","12,349.00",142.78,United States,New York Stock Exchange Inc.,USD,1.00,--
SITM,SITIME CORP,Information Technology,Equity,"1,073,869.50",0.01,"1,073,869.50","5,277.00",203.50,United States,NASDAQ,USD,1.00,--
SJM,JM SMUCKER,Consumer Staples,Equity,"3,057,032.25",0.02,"3,057,032.25","27,603.00",110.75,United States,New York Stock Exchange Inc.,USD,1.00,--
SJW,SJW GROUP,Utilities,Equity,"416,829.28",0.00,"416,829.28","7,742.00",53.84,United States,NASDAQ,USD,1.00,--
SKIN,BEAUTY HEALTH COMPANY CLASS A CLAS,Consumer Staples,Equity,"43,633.04",0.00,"43,633.04","24,376.00",1.79,United States,NASDAQ,USD,1.00,--
SKT,TANGER INC,Real Estate,Equity,"1,053,320.40",0.01,"1,053,320.40","29,480.00",35.73,United States,New York Stock Exchange Inc.,USD,1.00,--
SKWD,SKYWARD SPECIALTY INSURANCE GROUP,Financials,Equity,"427,628.27",0.00,"427,628.27","8,599.00",49.73,United States,NASDAQ,USD,1.00,--
SKX,SKECHERS USA INC CLASS A,Consumer Discretionary,Equity,"2,168,680.11",0.01,"2,168,680.11","35,223.00",61.57,United States,New York Stock Exchange Inc.,USD,1.00,--
SKY,CHAMPION HOMES INC,Consumer Discretionary,Equity,"1,478,916.72",0.01,"1,478,916.72","15,234.00",97.08,United States,New York Stock Exchange Inc.,USD,1.00,--
SKYW,SKYWEST INC,Industrials,Equity,"1,269,106.93",0.01,"1,269,106.93","11,453.00",110.81,United States,NASDAQ,USD,1.00,--
SLAB,SILICON LABORATORIES INC,Information Technology,Equity,"885,228.12",0.01,"885,228.12","8,442.00",104.86,United States,NASDAQ,USD,1.00,--
SLB,SCHLUMBERGER NV,Energy,Equity,"16,788,254.45",0.11,"16,788,254.45","386,381.00",43.45,United States,New York Stock Exchange Inc.,USD,1.00,--
SLDP,SOLID POWER INC CLASS A,Consumer Discretionary,Equity,"40,462.32",0.00,"40,462.32","38,172.00",1.06,United States,NASDAQ,USD,1.00,--
SLG,SL GREEN REALTY REIT CORP,Real Estate,Equity,"1,282,203.00",0.01,"1,282,203.00","16,860.00",76.05,United States,New York Stock Exchange Inc.,USD,1.00,--
SLGN,SILGAN HOLDINGS INC,Materials,Equity,"1,199,726.78",0.01,"1,199,726.78","22,246.00",53.93,United States,New York Stock Exchange Inc.,USD,1.00,--
SLM,SLM CORP,Financials,Equity,"1,406,587.18",0.01,"1,406,587.18","58,559.00",24.02,United States,NASDAQ,USD,1.00,--
SLNO,SOLENO THERAPEUTICS INC,Health Care,Equity,"318,314.88",0.00,"318,314.88","5,886.00",54.08,United States,NASDAQ,USD,1.00,--
SLP,SIMULATIONS PLUS INC,Health Care,Equity,"124,960.26",0.00,"124,960.26","4,206.00",29.71,United States,NASDAQ,USD,1.00,--
SLQT,SELECTQUOTE INC,Financials,Equity,"113,662.08",0.00,"113,662.08","45,104.00",2.52,United States,New York Stock Exchange Inc.,USD,1.00,--
SLRN,ACELYRIN INC,Health Care,Equity,"56,486.52",0.00,"56,486.52","10,947.00",5.16,United States,NASDAQ,USD,1.00,--
SLVM,SYLVAMO CORP,Materials,Equity,"797,573.87",0.01,"797,573.87","9,469.00",84.23,United States,New York Stock Exchange Inc.,USD,1.00,--
SM,SM ENERGY,Energy,Equity,"1,425,184.11",0.01,"1,425,184.11","32,193.00",44.27,United States,New York Stock Exchange Inc.,USD,1.00,--
SMAR,SMARTSHEET INC CLASS A,Information Technology,Equity,"2,100,280.14",0.01,"2,100,280.14","37,599.00",55.86,United States,New York Stock Exchange Inc.,USD,1.00,--
SMBC,SOUTHERN MISSOURI BANCORP INC,Financials,Equity,"170,994.60",0.00,"170,994.60","2,583.00",66.20,United States,NASDAQ,USD,1.00,--
SMBK,SMARTFINANCIAL INC,Financials,Equity,"234,922.92",0.00,"234,922.92","6,486.00",36.22,United States,New York Stock Exchange Inc.,USD,1.00,--
SMCI,SUPER MICRO COMPUTER INC,Information Technology,Equity,"2,404,785.25",0.02,"2,404,785.25","133,525.00",18.01,United States,NASDAQ,USD,1.00,--
SMG,SCOTTS MIRACLE GRO,Materials,Equity,"806,469.44",0.01,"806,469.44","10,828.00",74.48,United States,New York Stock Exchange Inc.,USD,1.00,--
SMMT,SUMMIT THERAPEUTICS INC,Health Care,Equity,"457,483.45",0.00,"457,483.45","23,521.00",19.45,United States,NASDAQ,USD,1.00,--
SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,Equity,"174,555.26",0.00,"174,555.26","5,137.00",33.98,United States,New York Stock Exchange Inc.,USD,1.00,--
SMPL,THE SIMPLY GOOD FOODS COMPANY,Consumer Staples,Equity,"860,263.32",0.01,"860,263.32","23,051.00",37.32,United States,NASDAQ,USD,1.00,--
SMR,NUSCALE POWER CORP CLASS A,Industrials,Equity,"559,091.52",0.00,"559,091.52","22,672.00",24.66,United States,New York Stock Exchange Inc.,USD,1.00,--
SMRT,SMARTRENT INC CLASS A,Information Technology,Equity,"54,767.22",0.00,"54,767.22","38,842.00",1.41,United States,New York Stock Exchange Inc.,USD,1.00,--
SMTC,SEMTECH CORP,Information Technology,Equity,"813,271.39",0.01,"813,271.39","17,183.00",47.33,United States,NASDAQ,USD,1.00,--
SN,SHARKNINJA INC,Consumer Discretionary,Equity,"1,807,394.60",0.01,"1,807,394.60","17,842.00",101.30,United States,New York Stock Exchange Inc.,USD,1.00,--
SNA,SNAP ON INC,Industrials,Equity,"5,000,473.04",0.03,"5,000,473.04","13,976.00",357.79,United States,New York Stock Exchange Inc.,USD,1.00,--
SNBR,SLEEP NUMBER CORP,Consumer Discretionary,Equity,"79,661.40",0.00,"79,661.40","5,836.00",13.65,United States,NASDAQ,USD,1.00,--
SNCY,SUN COUNTRY AIRLINES HOLDINGS INC,Industrials,Equity,"188,431.16",0.00,"188,431.16","12,212.00",15.43,United States,NASDAQ,USD,1.00,--
SNDR,SCHNEIDER NATIONAL INC CLASS B,Industrials,Equity,"456,654.66",0.00,"456,654.66","14,938.00",30.57,United States,New York Stock Exchange Inc.,USD,1.00,--
